,strikeprice,liquidity,side
285,9000.0,153.0,calls
286,6150.0,4.0,calls
287,6125.0,2.0,calls
288,6100.0,81.0,calls
289,6075.0,1.0,calls
290,6050.0,2.0,calls
291,6025.0,2.0,calls
292,6000.0,2202.0,calls
293,5975.0,1.0,calls
294,9200.0,61.0,calls
295,5950.0,600.0,calls
296,5925.0,10.0,calls
297,5900.0,10.0,calls
298,5875.0,1.0,calls
299,5850.0,1.0,calls
300,5800.0,1.0,calls
301,9400.0,6.0,calls
302,5750.0,1.0,calls
303,5700.0,2.0,calls
304,5650.0,1.0,calls
305,5600.0,1.0,calls
306,9600.0,5.0,calls
307,5550.0,1.0,calls
308,5500.0,1.0,calls
309,5450.0,1.0,calls
310,5400.0,1.0,calls
311,9800.0,1.0,calls
312,5350.0,1.0,calls
313,5300.0,1.0,calls
314,5200.0,1.0,calls
315,5100.0,1.0,calls
316,5000.0,781.0,calls
317,4800.0,1.0,calls
318,4600.0,1.0,calls
319,4400.0,1.0,calls
320,4200.0,1.0,calls
321,4000.0,120.0,calls
322,3800.0,1.0,calls
323,3600.0,1.0,calls
324,3400.0,1.0,calls
325,3200.0,1.0,calls
326,3000.0,1.0,calls
327,2800.0,1.0,calls
328,7575.0,16.0,calls
329,7600.0,23.0,calls
330,7550.0,72.0,calls
331,7625.0,4.0,calls
332,7525.0,16.0,calls
333,7650.0,6.0,calls
334,7500.0,19.0,calls
335,7675.0,4.0,calls
336,7475.0,3.0,calls
337,7700.0,25.0,calls
338,7450.0,3.0,calls
339,7725.0,51.0,calls
340,7425.0,1.0,calls
341,7750.0,44.0,calls
342,7400.0,14.0,calls
343,7375.0,1.0,calls
344,7800.0,346.0,calls
345,7350.0,4.0,calls
346,7325.0,1.0,calls
347,7300.0,23.0,calls
348,7275.0,10.0,calls
349,7900.0,677.0,calls
350,7250.0,1.0,calls
351,7225.0,1.0,calls
352,7200.0,33.0,calls
353,7175.0,1.0,calls
354,8000.0,17.0,calls
355,7150.0,1.0,calls
356,7125.0,1.0,calls
357,7100.0,1.0,calls
358,7075.0,1.0,calls
359,8100.0,5.0,calls
360,7050.0,3.0,calls
361,7025.0,1.0,calls
362,7000.0,3.0,calls
363,6975.0,1.0,calls
364,8200.0,1.0,calls
365,6950.0,1.0,calls
366,6925.0,1.0,calls
367,6900.0,1.0,calls
368,6800.0,1.0,calls
369,8400.0,1.0,calls
370,6700.0,1.0,calls
371,6600.0,1.0,calls
372,8600.0,5.0,calls
373,6500.0,1.0,calls
374,6400.0,1.0,calls
375,8800.0,1.0,calls
376,6300.0,1.0,calls
377,6200.0,1.0,calls
378,9000.0,4.0,calls
379,6100.0,1.0,calls
380,6000.0,1.0,calls
381,9200.0,1.0,calls
382,5800.0,1.0,calls
383,9400.0,1.0,calls
384,5600.0,1.0,calls
385,9600.0,1.0,calls
386,5400.0,1.0,calls
387,5200.0,1.0,calls
388,5000.0,1.0,calls
389,4800.0,1.0,calls
390,4600.0,1.0,calls
391,4400.0,1.0,calls
392,4200.0,1.0,calls
393,4000.0,1.0,calls
394,3800.0,1.0,calls
395,3600.0,1.0,calls
396,3400.0,1.0,calls
397,3200.0,1.0,calls
398,3000.0,1.0,calls
399,7580.0,79.0,calls
400,7585.0,65.0,calls
401,7575.0,1837.0,calls
402,7590.0,196.0,calls
403,7570.0,113.0,calls
404,7595.0,82.0,calls
405,7565.0,23.0,calls
406,7600.0,7621.0,calls
407,7560.0,86.0,calls
408,7605.0,89.0,calls
409,7555.0,19.0,calls
410,7610.0,154.0,calls
411,7550.0,4989.0,calls
412,7615.0,5.0,calls
413,7545.0,94.0,calls
414,7620.0,56.0,calls
415,7540.0,105.0,calls
416,7625.0,635.0,calls
417,7535.0,111.0,calls
418,7630.0,57.0,calls
419,7530.0,46.0,calls
420,7635.0,3.0,calls
421,7525.0,1357.0,calls
422,7640.0,309.0,calls
423,7520.0,147.0,calls
424,7645.0,43.0,calls
425,7515.0,35.0,calls
426,7650.0,2788.0,calls
427,7510.0,293.0,calls
428,7655.0,11.0,calls
429,7505.0,96.0,calls
430,7660.0,388.0,calls
431,7500.0,18592.0,calls
432,7665.0,8.0,calls
433,7495.0,51.0,calls
434,7670.0,138.0,calls
435,7490.0,112.0,calls
436,7675.0,491.0,calls
437,7485.0,34.0,calls
438,7680.0,48.0,calls
439,7480.0,74.0,calls
440,7685.0,28.0,calls
441,7475.0,2006.0,calls
442,7690.0,50.0,calls
443,7470.0,101.0,calls
444,7695.0,1.0,calls
445,7465.0,170.0,calls
446,7700.0,4199.0,calls
447,7460.0,153.0,calls
448,7705.0,2.0,calls
449,7455.0,83.0,calls
450,7710.0,233.0,calls
451,7450.0,2813.0,calls
452,7715.0,1.0,calls
453,7445.0,30.0,calls
454,7720.0,245.0,calls
455,7440.0,119.0,calls
456,7725.0,474.0,calls
457,7435.0,41.0,calls
458,7730.0,209.0,calls
459,7430.0,109.0,calls
460,7735.0,1.0,calls
461,7425.0,688.0,calls
462,7740.0,48.0,calls
463,7420.0,12.0,calls
464,7745.0,1.0,calls
465,7415.0,14.0,calls
466,7750.0,2653.0,calls
467,7410.0,25.0,calls
468,7755.0,1.0,calls
469,7405.0,22.0,calls
470,7760.0,11.0,calls
471,7400.0,5094.0,calls
472,7765.0,1.0,calls
473,7395.0,9.0,calls
474,7770.0,244.0,calls
475,7390.0,26.0,calls
476,7775.0,530.0,calls
477,7385.0,1.0,calls
478,7780.0,147.0,calls
479,7380.0,95.0,calls
480,7785.0,1.0,calls
481,7375.0,2060.0,calls
482,7790.0,18.0,calls
483,7370.0,54.0,calls
484,7365.0,31.0,calls
485,7800.0,8719.0,calls
486,7360.0,34.0,calls
487,7355.0,9.0,calls
488,7810.0,285.0,calls
489,7350.0,2340.0,calls
490,7345.0,3.0,calls
491,7820.0,85.0,calls
492,7340.0,52.0,calls
493,7825.0,813.0,calls
494,7335.0,1.0,calls
495,7830.0,145.0,calls
496,7330.0,21.0,calls
497,7325.0,1078.0,calls
498,7840.0,37.0,calls
499,7320.0,81.0,calls
500,7315.0,2.0,calls
501,7850.0,3769.0,calls
502,7310.0,188.0,calls
503,7305.0,1.0,calls
504,7860.0,42.0,calls
505,7300.0,4509.0,calls
506,7295.0,1.0,calls
507,7870.0,23.0,calls
508,7290.0,18.0,calls
509,7875.0,724.0,calls
510,7285.0,1.0,calls
511,7880.0,102.0,calls
512,7280.0,25.0,calls
513,7275.0,895.0,calls
514,7890.0,23.0,calls
515,7270.0,23.0,calls
516,7265.0,43.0,calls
517,7900.0,4429.0,calls
518,7260.0,541.0,calls
519,7255.0,1.0,calls
520,7910.0,32.0,calls
521,7250.0,5182.0,calls
522,7245.0,6.0,calls
523,7920.0,828.0,calls
524,7240.0,82.0,calls
525,7925.0,187.0,calls
526,7235.0,22.0,calls
527,7930.0,29.0,calls
528,7230.0,77.0,calls
529,7225.0,1711.0,calls
530,7940.0,70.0,calls
531,7220.0,113.0,calls
532,7215.0,3.0,calls
533,7950.0,3613.0,calls
534,7210.0,185.0,calls
535,7205.0,19.0,calls
536,7960.0,21.0,calls
537,7200.0,4127.0,calls
538,7195.0,4.0,calls
539,7970.0,8.0,calls
540,7190.0,34.0,calls
541,7975.0,629.0,calls
542,7185.0,1.0,calls
543,7980.0,119.0,calls
544,7180.0,71.0,calls
545,7175.0,497.0,calls
546,7990.0,1076.0,calls
547,7170.0,80.0,calls
548,7165.0,6.0,calls
549,8000.0,41430.0,calls
550,7160.0,77.0,calls
551,7155.0,3.0,calls
552,8010.0,55.0,calls
553,7150.0,3997.0,calls
554,7145.0,2.0,calls
555,8020.0,8.0,calls
556,7140.0,46.0,calls
557,8025.0,203.0,calls
558,7135.0,20.0,calls
559,8030.0,41.0,calls
560,7130.0,84.0,calls
561,7125.0,918.0,calls
562,8040.0,1.0,calls
563,7120.0,52.0,calls
564,7115.0,1.0,calls
565,8050.0,1896.0,calls
566,7110.0,82.0,calls
567,7105.0,1.0,calls
568,8060.0,20.0,calls
569,7100.0,4595.0,calls
570,7095.0,4.0,calls
571,8070.0,1.0,calls
572,7090.0,87.0,calls
573,8075.0,2661.0,calls
574,7085.0,1.0,calls
575,8080.0,1.0,calls
576,7080.0,39.0,calls
577,7075.0,381.0,calls
578,8090.0,1.0,calls
579,7070.0,27.0,calls
580,7065.0,5.0,calls
581,8100.0,3279.0,calls
582,7060.0,223.0,calls
583,7055.0,82.0,calls
584,8110.0,3.0,calls
585,7050.0,1067.0,calls
586,7045.0,1.0,calls
587,8120.0,1.0,calls
588,7040.0,58.0,calls
589,8125.0,270.0,calls
590,7035.0,5.0,calls
591,8130.0,1.0,calls
592,7030.0,77.0,calls
593,7025.0,503.0,calls
594,8140.0,1.0,calls
595,7020.0,61.0,calls
596,7015.0,1.0,calls
597,8150.0,3231.0,calls
598,7010.0,311.0,calls
599,7005.0,1.0,calls
600,8160.0,15.0,calls
601,7000.0,45378.0,calls
602,6995.0,3.0,calls
603,8170.0,1.0,calls
604,6990.0,69.0,calls
605,8175.0,3512.0,calls
606,6985.0,1.0,calls
607,6980.0,55.0,calls
608,6975.0,610.0,calls
609,6970.0,32.0,calls
610,6965.0,1.0,calls
611,8200.0,3552.0,calls
612,6960.0,511.0,calls
613,6955.0,1.0,calls
614,6950.0,4570.0,calls
615,6945.0,1.0,calls
616,6940.0,20.0,calls
617,8225.0,1404.0,calls
618,6935.0,1.0,calls
619,6930.0,106.0,calls
620,6925.0,222.0,calls
621,6920.0,58.0,calls
622,6915.0,2.0,calls
623,8250.0,1549.0,calls
624,6910.0,243.0,calls
625,6905.0,1.0,calls
626,6900.0,5890.0,calls
627,6895.0,1.0,calls
628,6890.0,22.0,calls
629,8275.0,1247.0,calls
630,6885.0,1.0,calls
631,6880.0,24.0,calls
632,6875.0,1614.0,calls
633,6870.0,81.0,calls
634,6865.0,1.0,calls
635,8300.0,4761.0,calls
636,6860.0,36.0,calls
637,6855.0,1.0,calls
638,6850.0,1954.0,calls
639,6845.0,100.0,calls
640,6840.0,47.0,calls
641,8325.0,23.0,calls
642,6835.0,1.0,calls
643,6830.0,22.0,calls
644,6825.0,421.0,calls
645,6820.0,25.0,calls
646,6815.0,1.0,calls
647,8350.0,524.0,calls
648,6810.0,19.0,calls
649,6805.0,1.0,calls
650,6800.0,4222.0,calls
651,6795.0,1.0,calls
652,6790.0,63.0,calls
653,8375.0,41.0,calls
654,6785.0,1.0,calls
655,6780.0,92.0,calls
656,6775.0,720.0,calls
657,6770.0,21.0,calls
658,6765.0,1.0,calls
659,8400.0,15784.0,calls
660,6760.0,34.0,calls
661,6755.0,2.0,calls
662,6750.0,1529.0,calls
663,6745.0,1.0,calls
664,6740.0,68.0,calls
665,8425.0,8332.0,calls
666,6735.0,1.0,calls
667,6730.0,12.0,calls
668,6725.0,1132.0,calls
669,6720.0,45.0,calls
670,6715.0,1.0,calls
671,8450.0,83.0,calls
672,6710.0,113.0,calls
673,6705.0,1.0,calls
674,6700.0,2258.0,calls
675,6695.0,1.0,calls
676,6690.0,25.0,calls
677,8475.0,46.0,calls
678,6680.0,31.0,calls
679,6675.0,1342.0,calls
680,6670.0,364.0,calls
681,8500.0,20924.0,calls
682,6660.0,8.0,calls
683,6650.0,1281.0,calls
684,6640.0,9.0,calls
685,8525.0,2.0,calls
686,6630.0,17.0,calls
687,6625.0,353.0,calls
688,6620.0,8.0,calls
689,8550.0,64.0,calls
690,6610.0,172.0,calls
691,6600.0,3242.0,calls
692,6590.0,13.0,calls
693,8575.0,20.0,calls
694,6580.0,34.0,calls
695,6575.0,198.0,calls
696,6570.0,15.0,calls
697,8600.0,190681.0,calls
698,6560.0,47.0,calls
699,6550.0,162.0,calls
700,6540.0,29.0,calls
701,6530.0,94.0,calls
702,6525.0,358.0,calls
703,6520.0,6.0,calls
704,8650.0,21.0,calls
705,6510.0,103.0,calls
706,6500.0,5072.0,calls
707,6490.0,59.0,calls
708,6480.0,24.0,calls
709,6475.0,1655.0,calls
710,6470.0,7.0,calls
711,8700.0,4471.0,calls
712,6460.0,85.0,calls
713,6450.0,8693.0,calls
714,6440.0,40.0,calls
715,6430.0,4.0,calls
716,6425.0,1072.0,calls
717,6420.0,3.0,calls
718,6410.0,20.0,calls
719,6400.0,6370.0,calls
720,6390.0,5.0,calls
721,6380.0,1.0,calls
722,6375.0,1957.0,calls
723,6370.0,2.0,calls
724,8800.0,188908.0,calls
725,6360.0,7.0,calls
726,6350.0,2539.0,calls
727,6340.0,1.0,calls
728,6330.0,1.0,calls
729,6325.0,1991.0,calls
730,6320.0,2.0,calls
731,6310.0,1.0,calls
732,6300.0,1445.0,calls
733,6290.0,1.0,calls
734,6280.0,1.0,calls
735,6275.0,129.0,calls
736,6270.0,1.0,calls
737,8900.0,5.0,calls
738,6260.0,2.0,calls
739,6250.0,238.0,calls
740,6240.0,1.0,calls
741,6230.0,1.0,calls
742,6225.0,75.0,calls
743,6220.0,1.0,calls
744,6210.0,1.0,calls
745,6200.0,2619.0,calls
746,6190.0,3.0,calls
747,6180.0,1.0,calls
748,6175.0,73.0,calls
749,6170.0,1.0,calls
750,9000.0,704.0,calls
751,6160.0,1.0,calls
752,6150.0,77.0,calls
753,6140.0,1.0,calls
754,6130.0,1.0,calls
755,6125.0,1.0,calls
756,6120.0,1.0,calls
757,6110.0,1.0,calls
758,6100.0,253.0,calls
759,6090.0,1.0,calls
760,6080.0,2.0,calls
761,6075.0,3.0,calls
762,6070.0,1.0,calls
763,9100.0,2501.0,calls
764,6060.0,1.0,calls
765,6050.0,61.0,calls
766,6040.0,1.0,calls
767,6030.0,1.0,calls
768,6025.0,62.0,calls
769,6020.0,1.0,calls
770,6010.0,1.0,calls
771,6000.0,29844.0,calls
772,5990.0,1.0,calls
773,5980.0,1.0,calls
774,5975.0,5.0,calls
775,5970.0,1.0,calls
776,9200.0,572.0,calls
777,5960.0,1.0,calls
778,5950.0,25.0,calls
779,5940.0,1.0,calls
780,5930.0,1.0,calls
781,5925.0,13.0,calls
782,5920.0,1.0,calls
783,5910.0,1.0,calls
784,5900.0,88.0,calls
785,5890.0,1.0,calls
786,5880.0,1.0,calls
787,5875.0,17.0,calls
788,5870.0,1.0,calls
789,9300.0,1.0,calls
790,5860.0,1.0,calls
791,5850.0,3.0,calls
792,5840.0,1.0,calls
793,5830.0,1.0,calls
794,5825.0,1.0,calls
795,5820.0,1.0,calls
796,5810.0,1.0,calls
797,5800.0,1527.0,calls
798,5790.0,1.0,calls
799,5780.0,1.0,calls
800,5775.0,1.0,calls
801,5770.0,1.0,calls
802,9400.0,391.0,calls
803,5760.0,1.0,calls
804,5750.0,3.0,calls
805,5740.0,1.0,calls
806,5730.0,1.0,calls
807,5725.0,1.0,calls
808,5720.0,1.0,calls
809,5710.0,1.0,calls
810,5700.0,83.0,calls
811,5690.0,1.0,calls
812,5680.0,1.0,calls
813,5675.0,1.0,calls
814,5670.0,1.0,calls
815,5660.0,1.0,calls
816,5650.0,1.0,calls
817,5640.0,1.0,calls
818,5630.0,1.0,calls
819,5625.0,1.0,calls
820,5620.0,1.0,calls
821,5610.0,1.0,calls
822,5600.0,296.0,calls
823,5590.0,1.0,calls
824,5580.0,1.0,calls
825,5575.0,1.0,calls
826,5570.0,1.0,calls
827,9600.0,3938.0,calls
828,5560.0,1.0,calls
829,5550.0,2.0,calls
830,5525.0,1.0,calls
831,5500.0,195.0,calls
832,5475.0,1.0,calls
833,5450.0,1.0,calls
834,5425.0,1.0,calls
835,5400.0,68.0,calls
836,5375.0,1.0,calls
837,9800.0,566.0,calls
838,5350.0,2.0,calls
839,5325.0,1.0,calls
840,5300.0,1.0,calls
841,5275.0,1.0,calls
842,5250.0,9.0,calls
843,5225.0,1.0,calls
844,5200.0,15.0,calls
845,5175.0,1.0,calls
846,10000.0,2025.0,calls
847,5150.0,2.0,calls
848,5125.0,1.0,calls
849,5100.0,253.0,calls
850,5075.0,4.0,calls
851,5050.0,1.0,calls
852,5025.0,1.0,calls
853,5000.0,23975.0,calls
854,4975.0,1.0,calls
855,10200.0,2109.0,calls
856,4950.0,1.0,calls
857,4925.0,1.0,calls
858,4900.0,3.0,calls
859,4875.0,1.0,calls
860,4850.0,1.0,calls
861,4825.0,1.0,calls
862,4800.0,1.0,calls
863,4775.0,1.0,calls
864,10400.0,1019.0,calls
865,4750.0,1.0,calls
866,4725.0,1.0,calls
867,4700.0,1.0,calls
868,4675.0,20.0,calls
869,4650.0,20.0,calls
870,4625.0,20.0,calls
871,4600.0,21.0,calls
872,4575.0,1.0,calls
873,10600.0,517.0,calls
874,4550.0,1.0,calls
875,4525.0,1.0,calls
876,4500.0,5.0,calls
877,4475.0,1.0,calls
878,4450.0,1.0,calls
879,4425.0,1.0,calls
880,4400.0,1.0,calls
881,4375.0,1.0,calls
882,10800.0,95.0,calls
883,4350.0,1.0,calls
884,4300.0,1.0,calls
885,4250.0,1.0,calls
886,4200.0,1.0,calls
887,4150.0,1.0,calls
888,4100.0,1.0,calls
889,4050.0,1.0,calls
890,4000.0,19.0,calls
891,11200.0,150.0,calls
892,3950.0,1.0,calls
893,3900.0,1.0,calls
894,3850.0,1.0,calls
895,3800.0,1.0,calls
896,3750.0,1.0,calls
897,3700.0,1.0,calls
898,3600.0,1.0,calls
899,11600.0,72.0,calls
900,3500.0,1.0,calls
901,3400.0,1.0,calls
902,3300.0,1.0,calls
903,3200.0,26.0,calls
904,12000.0,177.0,calls
905,3100.0,1.0,calls
906,3000.0,30.0,calls
907,2900.0,1.0,calls
908,2800.0,1.0,calls
909,12400.0,80.0,calls
910,2700.0,1.0,calls
911,2600.0,1.0,calls
912,2500.0,1.0,calls
913,2400.0,1.0,calls
914,2200.0,1102.0,calls
915,2000.0,1.0,calls
916,1800.0,1.0,calls
917,1600.0,1.0,calls
918,1400.0,1.0,calls
919,1200.0,1.0,calls
920,1000.0,2.0,calls
921,800.0,1.0,calls
922,600.0,1.0,calls
923,400.0,3.0,calls
924,200.0,1125.0,calls
925,7575.0,3341.0,calls
926,7600.0,263.0,calls
927,7550.0,3359.0,calls
928,7625.0,120.0,calls
929,7525.0,29.0,calls
930,7650.0,36.0,calls
931,7500.0,23.0,calls
932,7675.0,22.0,calls
933,7475.0,1.0,calls
934,7700.0,117.0,calls
935,7450.0,4.0,calls
936,7725.0,113.0,calls
937,7425.0,1.0,calls
938,7750.0,14.0,calls
939,7400.0,7.0,calls
940,7775.0,12.0,calls
941,7375.0,5.0,calls
942,7800.0,5.0,calls
943,7350.0,5.0,calls
944,7825.0,10.0,calls
945,7325.0,1.0,calls
946,7850.0,4.0,calls
947,7300.0,18.0,calls
948,7875.0,4.0,calls
949,7275.0,1.0,calls
950,7900.0,18.0,calls
951,7250.0,1.0,calls
952,7925.0,5.0,calls
953,7225.0,3.0,calls
954,7950.0,78.0,calls
955,7200.0,4.0,calls
956,7975.0,1.0,calls
957,7175.0,1.0,calls
958,8000.0,300.0,calls
959,7150.0,1.0,calls
960,8025.0,7.0,calls
961,7125.0,1.0,calls
962,8050.0,60.0,calls
963,7100.0,1.0,calls
964,8075.0,6.0,calls
965,7075.0,1.0,calls
966,8100.0,47.0,calls
967,7050.0,1.0,calls
968,8125.0,22.0,calls
969,7025.0,1.0,calls
970,8150.0,15.0,calls
971,7000.0,200.0,calls
972,6975.0,1.0,calls
973,8200.0,13.0,calls
974,6950.0,1.0,calls
975,6925.0,1.0,calls
976,8250.0,21.0,calls
977,6900.0,1.0,calls
978,6875.0,1.0,calls
979,8300.0,3.0,calls
980,6850.0,3.0,calls
981,6825.0,1.0,calls
982,8350.0,6.0,calls
983,6800.0,1.0,calls
984,6775.0,1.0,calls
985,8400.0,43.0,calls
986,6750.0,1.0,calls
987,6725.0,1.0,calls
988,8450.0,32.0,calls
989,6700.0,1.0,calls
